Titulo,Zona,Precio,Habitaciones,Aseos,Metros cuadrados,Planta,Precio (€/m²),Antigüedad,Estado conservacion,URL,Descripcion
Casa en venta en Esparreguera,Esparreguera,147000 ,2, 2 ,216 ,-,680,Entre 10 y 20 años,-,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100044386746_100500/,"Ref. Mce4144rr.  .  Casa de obra nueva por terminar, en esparraguera, can vinyals, con.  .  Distribución.  -planta sótano garaje para dos coches..  -planta piso con:.  -2 dormitorios dobles, uno tipo suite con vestidor..  -2 baños..  -cocina con lavadero..  -salón dos ambientes..  - buhardilla de 25 m²..  -terreno de 1533m²..  .  Acabados.  Suelos de gres, ventanas de aluminio, terminar a su gusto..., no dejen de verla.  .  Trasporte público:.  - el solar está a tan solo 5' de la nacional ii y la autopista. .  -  en olesa de montserrat usted dispone de tren (fgc) y autobus, ambos con paradas en diferentes ciudades tales como la 3ª ciudad más feliz del mundo ¡Barcelona!, igualada, manresa, entre otros..  .  Visite con nosotros esta magnifica casa, sin ningún compromiso por su parte. El nuestro sí lo tendrá, ya que le aseguramos que junto a nosotros no sólo hará una mera visita, sino que será toda una experiencia.      ,la podrá terminar a su gusto."
Casa en venta en Esparreguera,Esparreguera,215000 ,3, 2 ,185 ,-,1.162,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-79236322231_104400/,"Ref. Mce3030ah.  .  Distribución:.  Planta baja:.  - amplio salón comedor con salida a terraza acristalada.  - cocina con despensa y salida a terraza trasera-.  - aseo.  - garaje.  .  1ª planta.  - 3 habitaciones dobles.  - baño completo .  Altillo .  .  Calidades:.  - calefacción gas.  - carpintería interior sapeli.  - carpintería exterior: aluminio doble cristal climalit .  - suelo gres.  .  Zona y transporte: .  .  Andando tendrá a un máximo de 5´ colegios, instituto, tiendas varias, mercado municipal , farmacias, parada de autobuses con destino a las principales y no tan principales poblaciones y ciudades (olesa de montserrat, martorell, abrera, barcelona, igualada, manresa, etc) en las que podrá encontrar el tren (fgc). Estará a tan solo 3' de autovía a2 dirección barcelona y/o igualada, lérida ) y a 5' autopista del mediterráneo..  .  Llámenos y véanla !!!"
Casa en venta en Esparreguera,Esparreguera,205000 ,4, 2 ,520 ,Bajo,394,-,A reformar,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-95068014443_519351/,"Casa a los 4 vientos en esparreguera  Casa de 2 plantas a reformar. Compuesta por 4 habitaciones dobles, 2 baños, comedor-salón de 16m², cocina office. Carpintería interior de madera y exterior de aluminio. Calefacción eléctrica.  Zona muy tranquila y muy soleada."
Casa en venta en Carrer de Josep Clarà,Esparreguera,260000 ,4, 2 ,179 ,-,1.452,Entre 20 y 30 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100037991827_101800/,"Bonita casa con fantásticas vistas situada en can rial. 179 m² constru9idos. 29 m² de garaje,. Parcela de 568 m². Año 1998. Calefacción a gas. Suelo de gres. Ventanas de aluminio. Capinteria interior de roble.  Pl. Baja: habitación-estudio. Habitación matrimonio. 1 baño con ducha. Comedor-salón con chimena con salida a gran terraza. Cocina office.  Pl. Primera: 2 habitaciones dobles. 1 baño con bañera. 2 terrazas-solarium."
Casa adosada en venta en El Castell.,Esparreguera,255000 ,3, 2 ,137 ,-,1.861,Entre 20 y 30 años,En buen estado,https://www.pisos.com/comprar/casa_adosada-esparreguera_centro_urbano-836212272_101800/,Bonita Casa unifamiliar adosada de 137 m2 construits + 13 m2 de Terrazas .Casa de  2 plantas. calefacción a gas. A/A con bomba de calor. Caldera nueva. Carpinteria exterior de aluminio climalit con mosquiteras. suelo de gres. 3 Habitaciones (2 dobles) y una con armario empotrado. 1 baño con bañera. 1 aseo. patio  trasero de  42 m2   Garaje amplio con patio delantero. Terraza . Comedor-salón  Cocina office. lavadero. trastero.
"Piso en venta en Avinguda de Francesc Macià, cerca de Carrer del Taquígraf Garriga",Esparreguera,230000 ,4, 2 ,118 ,-,1.949,-,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-100004388894_101800/,Finca con ascensor  .- piso seminuevo de 118 m²  + 2 pk y un trastero ( 1 pk 17 m² ) ( 10.5 m² ) y trastero de 8 m²  Piso de  4 habitaciones  + 2 baños ( 1 tipo suite)  +  Cocina office muy amplia .- salon con salida a balcon terraza  Calefacción a gas  .- pis impecable .- muy buena zona
Casa en venta en Calle Urb. Can Rial,Esparreguera,195000 ,3, 1 ,90 ,Bajo,2.166,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100087582683_519327/,"Superficie total 90 m², superficie solar 690 m², superficie útil 90 m², hab. individuales: 1, habitaciones dobles: 2, 1 baño, aire acondicionado (frío y calor), calefacción (eléctrica), cocina, comedor, estado conservación: buen estado, garaje."
Piso en venta en Esparreguera,Esparreguera,175000 ,3, 1 ,85 ,1ª,2.058,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-100021032200_100500/,"Ref. Mce4125rr.  .  Piso seminuevo en esparraguera, zona centro - barcelona..  .  Distribución:.  -3 dormitorios, dos dobles..  -1 baño completo..  -cocina office amueblada..  -lavadero..  -salón salida a la terraza..  -parking coche grande..  -trastero..  .  Acabados.  Suelos de gres, puertas de roble, ventanas de aluminio, calefacción, aire acondicionado, ascensor,seminuevo no dejen de verlo_.  .  Zona y transporte:.  Zona  céntrica, a pocos metros hay institutos y colegio, ambulatorio,  el teatre de la passió, mercado municipal,  tiendas, farmacia. A pocos minutos de la a2, autobuses que te llevan a las diferentes poblaciones y estaciones de fgc. Y barcelona."
"Casa adosada en venta en Carrer de Pau Duran, cerca de Carrer de la Dàlia",Esparreguera,110000 ,2, 1 ,55 ,-,2.000,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa_adosada-esparreguera_centro_urbano-931156257_101800/,Casa situada en la urb. Mas d´en gall de esparreguera .- Casa de 55 m²  + 95 m² de terreno .- la casa tiene dos habitaciones  + 1 baño completo .- cocina y baño El jardin totalmente arreglado .- casa para entrar a vivir
Piso en venta en Calle  Olesa de Montserrat,Esparreguera,171000 ,4, 2 ,111 ,2ª,1.540,Entre 20 y 30 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-2573685167_519327/,"111 M2. Construidos - Utiles 95 m2. + Trastero, FINCA 1981Salón comedor 22 m2. con chimenea y  salida a balcónCocina office reformada de muebles(solo)4 Habitaciones (3 dobles),Baño reformado, Trastero, Calefacción eléctrica y bomba de calor, Suelo terrazo, Carpintería interior sapelly, exterior aluminio mixto de 1 y 2 cristales."
Casa adosada en venta en Esparreguera -Zona El Castell,Esparreguera,240000 ,3, 2 ,140 ,-,1.714,-,En buen estado,https://www.pisos.com/comprar/casa_adosada-esparreguera_centro_urbano-1759499962_101800/,Casa adosada en venta  .- situada en la zona del castell Casa de dos plantas  Planta baja  .- jardin delantero .- comedor con salida al patio  + 1 aseo + cocina ( seminueva )  Planta alta  .- 3 habitaciones + baño completo  Para entrar a vivir No dispone de garage   Precio  240.000 euros
Piso en venta en Carretera,Esparreguera,149000 ,4, 1 ,95 ,-,1.568,Más de 50 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-100096750336_101800/,Finca con ascensor. Piso muy soleado de 95 m2 con gran balcón de 12 m2. trastero. 4 habitaciones. 1 bany. cocina office. lavadero. calefacción a gas. suelo de gres. ventanas de aluminio.  2 habitaciones y comedor-salón con salida a balcón.
Piso en venta en Centre Poble - El Castell,Esparreguera,149000 ,3, 2 ,90 ,-,1.655,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-100038816604_101800/,"Finca año 2.001 - ascensor.  Planta baja de 90 m² situada en centro pueblo - zona el castell.  Plaza de parking de 12,50 m². 3 habitaciones (1 suite - bañera). 1 baño con ducha. Comedor-salón. Cocina amplia. Calefacción a gas. Ventanas de aluminio. Suelo de gres."
Piso en venta en Zona Carretera.,Esparreguera,165000 ,4, 2 ,82 ,-,2.012,-,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-1748508407_101800/,**bonito piso** de 82 m² de 4 habitaciones. 1 baño completo con bañera. 1 aseo. Cocina office con lavadero. Carpinteria  exterior de aluminio. Suelo de gres.  Carpintreia intterior de roble. 2 balcones. Finca con ascensor.  No dispone de parking
"Chalet en venta en Esparreguera, Zona de - Esparreguera",Esparreguera,189000 ,4, 3 ,140 ,-,1.350,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-95030847692_100500/,"Finca de 1980 - parcela 450 m². - 140 m². De vivienda en 2 plantas. - planta: salón comedor 30 m². Con chimenea, cocina office en buen estado, baño de origen. 1ª planta: 4 habitaciones (2 dobles, . 2 individuales con armarios empotrados, baño reformado con bañera grande. - suelo terrazo, calefacción bomba calor en la parte de arriba, gran patio, terraza y jardin, trastero, carp. Interior sapelly chapada, ext. Aluminio climalit, . Trastero. Terraza. Calefacción. Jardín."
Piso en venta en Esparreguera,Esparreguera,119000 ,3, 1 ,113 ,3ª,1.053,-,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-99196295675_519351/,Piso 108 m²-3 hab-comedor salida balcon-1 baño-cocina office-lavadero-calefacc gas natural-trastero-terraza comunitaria-piso con mucha claridad.
Casa en venta en Mas D`En Gall,Esparreguera,225000 ,3, 2 ,106 ,-,2.122,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100056467272_101800/,Casa de una sola planta de 106 m2. 2 garajes. 2 trasteros. bodega + despensa. caseta para la caldera. Parcela de 1.950 m2. 70 arboles frutales. huerto. depósito para el riego. 2 habitaciones dobles. 1 habitación invidual. despacho. 2 baños (1 suite con ducha y otro con bañera). calefacción gasoil. aire acondicionado en el comedor.ventanas de aluminio. rejas. cocina de butano. osmosis. descalsificador. barbacoa. piscina sin funcionamiento.
Piso en venta en Centre Poble,Esparreguera,105000 ,3, 1 ,65 ,-,1.615,Entre 30 y 50 años,A reformar,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-100015648800_101800/,** centro pueblo** finca con ascensor. Piso de 65 m² muy soleado. 3 habitaciones (2 dobles y 1 individual).  1 baño. Cocina office. Lavadero. Suelo terrazo. Ventanas de madera. No tiene calefacción. Térmo de gas - agua caliente. Cocina de gas. - piso para reformar -.
Casa en venta en Esparreguera,Esparreguera,206000 ,4, 1 ,100 ,-,2.060,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-2525093089_519327/,"parcela 1000 m. - Vivienda 100 m2. - Parcela Ascendente. - Salón comedor 25 m2. con fuego a tierra., 4 habitaciones (1 doble), Cocina office nueva, Baño con bañera de hidromasaje nuevo, Suelo gres, nuevo, Calefacción gassoil, Carpintería int. Madera sapelly, exterior mixta madera y aluminio, Barbacoa, Jardin, Garaje 1 coche."
Casa en venta en Esparreguera,Esparreguera,215000 ,3, 2 ,185 ,-,1.162,Entre 30 y 50 años,-,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100073476201_100500/,"CASA REBAJADA +++ Se vende casa unifamiliar muy céntrica en la Avda. Francesc Maciá de Esparreguera, en buena zona, muy céntrica y cerca de todos los servicios necesarios por los alrededores como escuelas y zonas infantiles, ambulatorio, tiendas y transporte público, además de facil acceso autovía A-2 y a tan solo 25 minutos de Barcelona..  La vivienda tiene un exterior de obra vista, se ubica en una parcela de 125 m2 y está construida en 2 plantas más altillo abuhardillado de 40-50 m2 (ideal como posible ampliación de la vivienda)..  Distribución: PLANTA BAJA con garaje a pie de calle para un coche con posibilidad de uso como local comercial, pasillo recibidor, 1 aseo, amplio salón-comedor (con chimenea, pared de obra vista y suelo de marmol italiano a dos niveles y con salida a 2 patios exteriores), cocina-office independiente con salida a lavadero y a su vez también a uno de los patios. PLANTA PRIMERA con 3 habitaciones dobles (anteriormente eran 4 habitaciones), pequeña terraza exterior  y 1 baño con bañera. Acceso al altillo desde una de las habitaciones. .  La vivienda necesita de algunas reformas para acondicionarla. Tiene acabados de calidad como suelos de terrazo y marmol, calefacción electrica con instalación de gas natural, puertas interiores macizas y exterior blindada, carpinteria exterior de aluminio-climalit, armarios empotrados en 2 habitaciones, rejas seguridad, etc...toda la vivienda es muy acogedora y luminosa y en el centro de la localidad, tienes de verla..... !!!!.  +++ LLAMANOS PARA VISITA SIN COMPROMISO +++"
Casa en venta en Residencial,Esparreguera,320000 ,5, 2 ,-,-,-,-,-,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-2589461347_109300/,"Se vende ESPECTACULAR casa en la urb. Can Rial, Esparreguera, en parcela de 575 m2 y 231 m2 construidos. En planta baja se encuentra garaje de 125 m2 un cuarto de baño completo y zona abierta de barbacoa. En la primera planta. gran salón comedor de 45 m2, cocina office, 4 habitaciones grandes una de ellas es suite, 2 baños completos y bonito jardín con piscina con unas espectaculares vistas a la montaña de Montserrat. La casa consta de una buhardilla de 75 m2, sala diáfana para destinarla al uso que más convenga. Todas las estancias son exteriores y con mucha luz. Lugar único y tranquilo a 20 min en coche de Barcelona.."
Casa en venta en Calle Salvador Dalí,Esparreguera,450000 ,5, 1 ,260 ,-,1.730,Entre 30 y 50 años,A reformar,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-95849638980_101300/,"Enorme finca situada en la urbanización de Can Viñals de Esparraguera. Cuenta con 5.000 m2 de parcela, con casa principal de dos plantas y terrazas, piscina, garaje y construcción anexa (30 m2 aprox.) Tiene muchas posibilidades, puede reformar a su gusto. Vale la pena visitarla.."
